nohup: ignoring input
{"chunks": 20, "tokens": 5813215, "elapsed_sec": 0.9, "tokens_per_sec": 6793322.9}
{"chunks": 5340, "tokens": 1556469949, "elapsed_sec": 762.7, "tokens_per_sec": 2040751.6}
{"chunks": 5360, "tokens": 1562228609, "elapsed_sec": 763.3, "tokens_per_sec": 2046792.2}
{"chunks": 5380, "tokens": 1567976635, "elapsed_sec": 763.8, "tokens_per_sec": 2052788.2}
{"chunks": 5400, "tokens": 1573773050, "elapsed_sec": 764.7, "tokens_per_sec": 2058000.5}
{"chunks": 5420, "tokens": 1579613303, "elapsed_sec": 765.0, "tokens_per_sec": 2064887.0}
{"chunks": 5440, "tokens": 1585538976, "elapsed_sec": 765.1, "tokens_per_sec": 2072384.5}
{"chunks": 5460, "tokens": 1591151567, "elapsed_sec": 765.1, "tokens_per_sec": 2079656.7}
{"chunks": 5480, "tokens": 1596960518, "elapsed_sec": 765.9, "tokens_per_sec": 2084941.7}
{"chunks": 5500, "tokens": 1603046872, "elapsed_sec": 766.7, "tokens_per_sec": 2090717.8}
{"chunks": 5520, "tokens": 1608928334, "elapsed_sec": 767.4, "tokens_per_sec": 2096725.2}
{"chunks": 5540, "tokens": 1614784344, "elapsed_sec": 768.1, "tokens_per_sec": 2102400.6}
{"chunks": 5560, "tokens": 1620617533, "elapsed_sec": 768.5, "tokens_per_sec": 2108819.6}
{"chunks": 5580, "tokens": 1626522202, "elapsed_sec": 769.0, "tokens_per_sec": 2115119.3}
{"chunks": 5600, "tokens": 1632333027, "elapsed_sec": 769.4, "tokens_per_sec": 2121502.3}
{"chunks": 5620, "tokens": 1638181484, "elapsed_sec": 769.4, "tokens_per_sec": 2129030.9}
{"chunks": 5640, "tokens": 1643895563, "elapsed_sec": 769.5, "tokens_per_sec": 2136361.1}
{"chunks": 5660, "tokens": 1649924110, "elapsed_sec": 770.2, "tokens_per_sec": 2142260.2}
{"chunks": 5680, "tokens": 1655731860, "elapsed_sec": 770.8, "tokens_per_sec": 2148000.0}
{"chunks": 5700, "tokens": 1661603190, "elapsed_sec": 771.1, "tokens_per_sec": 2154725.9}
{"chunks": 5720, "tokens": 1667354293, "elapsed_sec": 771.2, "tokens_per_sec": 2162108.9}
{"chunks": 5740, "tokens": 1673158689, "elapsed_sec": 771.3, "tokens_per_sec": 2169157.4}
{"chunks": 5760, "tokens": 1678837709, "elapsed_sec": 771.7, "tokens_per_sec": 2175558.6}
{"chunks": 5780, "tokens": 1684653969, "elapsed_sec": 772.1, "tokens_per_sec": 2182050.0}
{"chunks": 5800, "tokens": 1690313067, "elapsed_sec": 772.5, "tokens_per_sec": 2188002.4}
{"chunks": 5820, "tokens": 1696076256, "elapsed_sec": 773.2, "tokens_per_sec": 2193465.0}
{"chunks": 5840, "tokens": 1701813152, "elapsed_sec": 773.6, "tokens_per_sec": 2199965.5}
{"chunks": 5860, "tokens": 1707547791, "elapsed_sec": 773.6, "tokens_per_sec": 2207202.6}
{"chunks": 5880, "tokens": 1713330777, "elapsed_sec": 774.0, "tokens_per_sec": 2213528.4}
{"chunks": 5900, "tokens": 1719203356, "elapsed_sec": 774.5, "tokens_per_sec": 2219811.7}
{"chunks": 5920, "tokens": 1725041827, "elapsed_sec": 775.2, "tokens_per_sec": 2225308.4}
{"chunks": 5940, "tokens": 1730808351, "elapsed_sec": 775.8, "tokens_per_sec": 2230972.7}
{"chunks": 5960, "tokens": 1736337133, "elapsed_sec": 776.2, "tokens_per_sec": 2237077.3}
{"chunks": 5980, "tokens": 1742082775, "elapsed_sec": 776.6, "tokens_per_sec": 2243264.8}
{"chunks": 6000, "tokens": 1748227919, "elapsed_sec": 777.4, "tokens_per_sec": 2248950.7}
{"chunks": 6020, "tokens": 1754039724, "elapsed_sec": 777.9, "tokens_per_sec": 2254948.2}
{"chunks": 6040, "tokens": 1759673587, "elapsed_sec": 778.4, "tokens_per_sec": 2260507.0}
{"chunks": 6060, "tokens": 1765367620, "elapsed_sec": 779.3, "tokens_per_sec": 2265442.7}
{"chunks": 6080, "tokens": 1771170403, "elapsed_sec": 780.3, "tokens_per_sec": 2269944.3}
{"chunks": 6100, "tokens": 1776923293, "elapsed_sec": 780.8, "tokens_per_sec": 2275873.3}
{"chunks": 6120, "tokens": 1782995684, "elapsed_sec": 781.0, "tokens_per_sec": 2282835.4}
{"chunks": 6140, "tokens": 1788750580, "elapsed_sec": 781.4, "tokens_per_sec": 2289293.3}
{"chunks": 6160, "tokens": 1794640521, "elapsed_sec": 781.5, "tokens_per_sec": 2296355.7}
{"chunks": 6180, "tokens": 1800394839, "elapsed_sec": 781.8, "tokens_per_sec": 2302942.3}
{"chunks": 6200, "tokens": 1806014582, "elapsed_sec": 782.0, "tokens_per_sec": 2309527.4}
{"chunks": 6220, "tokens": 1811531487, "elapsed_sec": 782.2, "tokens_per_sec": 2315811.0}
{"chunks": 6240, "tokens": 1817158590, "elapsed_sec": 782.5, "tokens_per_sec": 2322291.2}
{"chunks": 6260, "tokens": 1822966085, "elapsed_sec": 783.0, "tokens_per_sec": 2328045.7}
{"chunks": 6280, "tokens": 1828758692, "elapsed_sec": 783.5, "tokens_per_sec": 2334177.9}
{"chunks": 6300, "tokens": 1834621759, "elapsed_sec": 783.9, "tokens_per_sec": 2340494.2}
{"chunks": 6320, "tokens": 1840447593, "elapsed_sec": 784.2, "tokens_per_sec": 2347031.9}
{"chunks": 6340, "tokens": 1846321692, "elapsed_sec": 784.4, "tokens_per_sec": 2353692.8}
{"chunks": 6360, "tokens": 1852243277, "elapsed_sec": 784.9, "tokens_per_sec": 2359706.1}
{"chunks": 6380, "tokens": 1858114846, "elapsed_sec": 785.0, "tokens_per_sec": 2367107.9}
{"chunks": 6400, "tokens": 1863985772, "elapsed_sec": 785.1, "tokens_per_sec": 2374193.5}
{"chunks": 6420, "tokens": 1869868969, "elapsed_sec": 785.1, "tokens_per_sec": 2381618.7}
{"chunks": 6440, "tokens": 1875835524, "elapsed_sec": 785.2, "tokens_per_sec": 2389118.0}
{"chunks": 6460, "tokens": 1881625464, "elapsed_sec": 785.2, "tokens_per_sec": 2396318.9}
{"chunks": 6480, "tokens": 1887533925, "elapsed_sec": 785.7, "tokens_per_sec": 2402365.7}
{"chunks": 6500, "tokens": 1893198925, "elapsed_sec": 786.5, "tokens_per_sec": 2407166.8}
{"chunks": 6520, "tokens": 1899051549, "elapsed_sec": 787.1, "tokens_per_sec": 2412636.6}
{"chunks": 6540, "tokens": 1904839502, "elapsed_sec": 787.2, "tokens_per_sec": 2419679.6}
{"chunks": 6560, "tokens": 1910581696, "elapsed_sec": 787.4, "tokens_per_sec": 2426467.6}
{"chunks": 6580, "tokens": 1916400776, "elapsed_sec": 787.7, "tokens_per_sec": 2433002.7}
{"chunks": 6600, "tokens": 1922174728, "elapsed_sec": 787.7, "tokens_per_sec": 2440170.4}
{"chunks": 6620, "tokens": 1927858914, "elapsed_sec": 787.7, "tokens_per_sec": 2447321.1}
{"chunks": 6640, "tokens": 1933799359, "elapsed_sec": 788.1, "tokens_per_sec": 2453881.2}
{"chunks": 6660, "tokens": 1939623513, "elapsed_sec": 788.7, "tokens_per_sec": 2459387.1}
{"chunks": 6680, "tokens": 1945491181, "elapsed_sec": 789.3, "tokens_per_sec": 2464834.4}
{"chunks": 6700, "tokens": 1951359263, "elapsed_sec": 789.8, "tokens_per_sec": 2470598.9}
{"chunks": 6720, "tokens": 1957055852, "elapsed_sec": 790.9, "tokens_per_sec": 2474395.3}
{"chunks": 6740, "tokens": 1962786603, "elapsed_sec": 791.8, "tokens_per_sec": 2478950.9}
{"chunks": 6760, "tokens": 1968480679, "elapsed_sec": 792.5, "tokens_per_sec": 2483912.0}
{"chunks": 6780, "tokens": 1974260460, "elapsed_sec": 792.8, "tokens_per_sec": 2490220.0}
{"chunks": 6800, "tokens": 1979842343, "elapsed_sec": 793.2, "tokens_per_sec": 2495911.2}
{"chunks": 6820, "tokens": 1985674873, "elapsed_sec": 793.6, "tokens_per_sec": 2502048.1}
{"chunks": 6840, "tokens": 1991580968, "elapsed_sec": 794.6, "tokens_per_sec": 2506441.8}
{"chunks": 6860, "tokens": 1997423552, "elapsed_sec": 795.1, "tokens_per_sec": 2512253.1}
{"chunks": 6880, "tokens": 2003349029, "elapsed_sec": 795.5, "tokens_per_sec": 2518207.0}
{"chunks": 6900, "tokens": 2009203307, "elapsed_sec": 796.0, "tokens_per_sec": 2524116.1}
{"chunks": 6920, "tokens": 2014900481, "elapsed_sec": 796.6, "tokens_per_sec": 2529386.8}
{"chunks": 6940, "tokens": 2020649414, "elapsed_sec": 797.4, "tokens_per_sec": 2534014.9}
{"chunks": 6960, "tokens": 2026487637, "elapsed_sec": 798.3, "tokens_per_sec": 2538633.9}
{"chunks": 6980, "tokens": 2032317358, "elapsed_sec": 798.9, "tokens_per_sec": 2543940.8}
{"chunks": 7000, "tokens": 2038142225, "elapsed_sec": 799.3, "tokens_per_sec": 2550054.3}
{"chunks": 7020, "tokens": 2043962823, "elapsed_sec": 799.8, "tokens_per_sec": 2555464.2}
{"chunks": 7040, "tokens": 2049874033, "elapsed_sec": 800.2, "tokens_per_sec": 2561750.3}
{"chunks": 7060, "tokens": 2055669471, "elapsed_sec": 800.2, "tokens_per_sec": 2568917.2}
{"chunks": 7080, "tokens": 2061562379, "elapsed_sec": 800.2, "tokens_per_sec": 2576211.2}
{"chunks": 7100, "tokens": 2067298214, "elapsed_sec": 800.3, "tokens_per_sec": 2583286.9}
{"chunks": 7120, "tokens": 2073198546, "elapsed_sec": 800.3, "tokens_per_sec": 2590595.8}
{"chunks": 7140, "tokens": 2079031216, "elapsed_sec": 800.9, "tokens_per_sec": 2595997.3}
{"chunks": 7160, "tokens": 2084815700, "elapsed_sec": 801.5, "tokens_per_sec": 2601160.9}
{"chunks": 7180, "tokens": 2090546722, "elapsed_sec": 802.0, "tokens_per_sec": 2606672.8}
{"chunks": 7200, "tokens": 2096386677, "elapsed_sec": 802.9, "tokens_per_sec": 2610968.9}
{"chunks": 7220, "tokens": 2102235865, "elapsed_sec": 803.2, "tokens_per_sec": 2617357.2}
{"chunks": 7240, "tokens": 2108089593, "elapsed_sec": 803.3, "tokens_per_sec": 2624429.6}
{"chunks": 7260, "tokens": 2113930394, "elapsed_sec": 803.3, "tokens_per_sec": 2631583.1}
{"chunks": 7280, "tokens": 2119848015, "elapsed_sec": 803.4, "tokens_per_sec": 2638653.2}
{"chunks": 7300, "tokens": 2125501285, "elapsed_sec": 803.4, "tokens_per_sec": 2645604.0}
{"chunks": 7320, "tokens": 2131335201, "elapsed_sec": 803.8, "tokens_per_sec": 2651726.4}
{"chunks": 7340, "tokens": 2137291638, "elapsed_sec": 804.2, "tokens_per_sec": 2657675.5}
{"chunks": 7360, "tokens": 2143039599, "elapsed_sec": 804.8, "tokens_per_sec": 2662783.5}
{"chunks": 7380, "tokens": 2148808797, "elapsed_sec": 805.0, "tokens_per_sec": 2669490.6}
{"chunks": 7400, "tokens": 2154543525, "elapsed_sec": 805.6, "tokens_per_sec": 2674299.1}
{"chunks": 7420, "tokens": 2160532820, "elapsed_sec": 806.1, "tokens_per_sec": 2680368.9}
{"chunks": 7440, "tokens": 2166434452, "elapsed_sec": 806.7, "tokens_per_sec": 2685476.8}
{"chunks": 7460, "tokens": 2172258765, "elapsed_sec": 807.5, "tokens_per_sec": 2690144.4}
{"chunks": 7480, "tokens": 2177967061, "elapsed_sec": 808.2, "tokens_per_sec": 2694864.3}
{"chunks": 7500, "tokens": 2183844937, "elapsed_sec": 809.0, "tokens_per_sec": 2699516.7}
{"chunks": 7520, "tokens": 2189763287, "elapsed_sec": 809.5, "tokens_per_sec": 2705175.1}
{"chunks": 7540, "tokens": 2195468377, "elapsed_sec": 810.0, "tokens_per_sec": 2710390.6}
{"chunks": 7560, "tokens": 2201296013, "elapsed_sec": 810.9, "tokens_per_sec": 2714765.5}
{"chunks": 7580, "tokens": 2207281650, "elapsed_sec": 811.4, "tokens_per_sec": 2720251.4}
{"chunks": 7600, "tokens": 2212993853, "elapsed_sec": 812.1, "tokens_per_sec": 2724921.5}
{"chunks": 7620, "tokens": 2218921540, "elapsed_sec": 812.6, "tokens_per_sec": 2730601.8}
{"chunks": 7640, "tokens": 2224793079, "elapsed_sec": 813.1, "tokens_per_sec": 2736275.7}
{"chunks": 7660, "tokens": 2230756438, "elapsed_sec": 813.3, "tokens_per_sec": 2742769.8}
{"chunks": 7680, "tokens": 2236511198, "elapsed_sec": 814.0, "tokens_per_sec": 2747714.0}
{"chunks": 7700, "tokens": 2242288597, "elapsed_sec": 814.6, "tokens_per_sec": 2752469.5}
{"chunks": 7720, "tokens": 2248244384, "elapsed_sec": 815.5, "tokens_per_sec": 2756894.8}
{"chunks": 7740, "tokens": 2253867447, "elapsed_sec": 815.9, "tokens_per_sec": 2762475.0}
{"chunks": 7760, "tokens": 2259768660, "elapsed_sec": 816.3, "tokens_per_sec": 2768341.7}
{"chunks": 7780, "tokens": 2265612357, "elapsed_sec": 816.5, "tokens_per_sec": 2774816.0}
{"chunks": 7800, "tokens": 2271408900, "elapsed_sec": 816.7, "tokens_per_sec": 2781333.8}
{"chunks": 7820, "tokens": 2277240442, "elapsed_sec": 816.8, "tokens_per_sec": 2787978.9}
{"chunks": 7840, "tokens": 2283073838, "elapsed_sec": 817.0, "tokens_per_sec": 2794565.1}
{"chunks": 7860, "tokens": 2288990456, "elapsed_sec": 817.2, "tokens_per_sec": 2801122.1}
{"chunks": 7880, "tokens": 2294824978, "elapsed_sec": 817.4, "tokens_per_sec": 2807539.4}
{"chunks": 7900, "tokens": 2300681632, "elapsed_sec": 817.6, "tokens_per_sec": 2813957.8}
{"chunks": 7920, "tokens": 2306668680, "elapsed_sec": 817.8, "tokens_per_sec": 2820722.3}
{"chunks": 7940, "tokens": 2312392488, "elapsed_sec": 818.1, "tokens_per_sec": 2826406.8}
{"chunks": 7960, "tokens": 2318083251, "elapsed_sec": 818.4, "tokens_per_sec": 2832313.3}
{"chunks": 7980, "tokens": 2323809772, "elapsed_sec": 818.7, "tokens_per_sec": 2838533.3}
{"chunks": 8000, "tokens": 2329754990, "elapsed_sec": 819.0, "tokens_per_sec": 2844477.3}
{"chunks": 8020, "tokens": 2335633193, "elapsed_sec": 819.5, "tokens_per_sec": 2850118.8}
{"chunks": 8040, "tokens": 2341452281, "elapsed_sec": 820.0, "tokens_per_sec": 2855300.7}
{"chunks": 8060, "tokens": 2347123368, "elapsed_sec": 820.8, "tokens_per_sec": 2859430.0}
{"chunks": 8080, "tokens": 2352851109, "elapsed_sec": 821.6, "tokens_per_sec": 2863787.7}
{"chunks": 8100, "tokens": 2358581941, "elapsed_sec": 822.4, "tokens_per_sec": 2867983.0}
{"chunks": 8120, "tokens": 2364436304, "elapsed_sec": 823.1, "tokens_per_sec": 2872737.5}
{"chunks": 8140, "tokens": 2370238418, "elapsed_sec": 823.5, "tokens_per_sec": 2878298.9}
{"chunks": 8160, "tokens": 2375890260, "elapsed_sec": 823.7, "tokens_per_sec": 2884490.1}
{"chunks": 8180, "tokens": 2381697244, "elapsed_sec": 824.3, "tokens_per_sec": 2889281.7}
{"chunks": 8200, "tokens": 2387271661, "elapsed_sec": 825.0, "tokens_per_sec": 2893827.9}
{"chunks": 8220, "tokens": 2392980805, "elapsed_sec": 825.4, "tokens_per_sec": 2899075.8}
{"chunks": 8240, "tokens": 2398930627, "elapsed_sec": 826.0, "tokens_per_sec": 2904175.7}
{"chunks": 8260, "tokens": 2404780178, "elapsed_sec": 827.1, "tokens_per_sec": 2907656.2}
{"chunks": 8280, "tokens": 2410506395, "elapsed_sec": 827.5, "tokens_per_sec": 2912831.2}
{"chunks": 8300, "tokens": 2416134074, "elapsed_sec": 827.7, "tokens_per_sec": 2919144.0}
{"chunks": 8320, "tokens": 2421547433, "elapsed_sec": 827.7, "tokens_per_sec": 2925612.9}
{"chunks": 8340, "tokens": 2427281630, "elapsed_sec": 827.7, "tokens_per_sec": 2932449.7}
{"chunks": 8360, "tokens": 2433068861, "elapsed_sec": 828.0, "tokens_per_sec": 2938423.7}
{"chunks": 8380, "tokens": 2438831727, "elapsed_sec": 828.5, "tokens_per_sec": 2943598.7}
{"chunks": 8400, "tokens": 2444649158, "elapsed_sec": 829.0, "tokens_per_sec": 2948817.1}
{"chunks": 8420, "tokens": 2450553529, "elapsed_sec": 829.5, "tokens_per_sec": 2954381.6}
{"chunks": 8440, "tokens": 2456443813, "elapsed_sec": 829.9, "tokens_per_sec": 2959884.0}
{"chunks": 8460, "tokens": 2462085686, "elapsed_sec": 830.4, "tokens_per_sec": 2964933.0}
{"chunks": 8480, "tokens": 2467833735, "elapsed_sec": 831.4, "tokens_per_sec": 2968398.4}
{"chunks": 8500, "tokens": 2473585936, "elapsed_sec": 831.9, "tokens_per_sec": 2973293.7}
{"chunks": 8520, "tokens": 2479316358, "elapsed_sec": 832.7, "tokens_per_sec": 2977606.9}
{"chunks": 8540, "tokens": 2485283411, "elapsed_sec": 833.4, "tokens_per_sec": 2982262.4}
{"chunks": 8560, "tokens": 2491200622, "elapsed_sec": 833.8, "tokens_per_sec": 2987837.9}
{"chunks": 8580, "tokens": 2496890089, "elapsed_sec": 834.0, "tokens_per_sec": 2993752.1}
{"chunks": 8600, "tokens": 2502625246, "elapsed_sec": 834.2, "tokens_per_sec": 2999877.9}
{"chunks": 8620, "tokens": 2508616712, "elapsed_sec": 834.5, "tokens_per_sec": 3006088.9}
{"chunks": 8640, "tokens": 2514524589, "elapsed_sec": 834.7, "tokens_per_sec": 3012610.1}
{"chunks": 8660, "tokens": 2520311496, "elapsed_sec": 834.9, "tokens_per_sec": 3018818.8}
{"chunks": 8680, "tokens": 2525952483, "elapsed_sec": 835.0, "tokens_per_sec": 3025086.4}
{"chunks": 8700, "tokens": 2531907003, "elapsed_sec": 835.3, "tokens_per_sec": 3031281.6}
{"chunks": 8720, "tokens": 2537727964, "elapsed_sec": 835.6, "tokens_per_sec": 3037019.1}
{"chunks": 8740, "tokens": 2543454605, "elapsed_sec": 835.8, "tokens_per_sec": 3043166.3}
{"chunks": 8760, "tokens": 2549408529, "elapsed_sec": 836.2, "tokens_per_sec": 3048675.8}
{"chunks": 8780, "tokens": 2555403601, "elapsed_sec": 836.6, "tokens_per_sec": 3054604.2}
{"chunks": 8800, "tokens": 2561130516, "elapsed_sec": 836.9, "tokens_per_sec": 3060224.5}
{"chunks": 8820, "tokens": 2566982553, "elapsed_sec": 837.2, "tokens_per_sec": 3066049.9}
{"chunks": 8840, "tokens": 2572635158, "elapsed_sec": 837.6, "tokens_per_sec": 3071479.4}
{"chunks": 8860, "tokens": 2578362477, "elapsed_sec": 837.9, "tokens_per_sec": 3077124.3}
{"chunks": 8880, "tokens": 2584057121, "elapsed_sec": 838.3, "tokens_per_sec": 3082377.2}
{"chunks": 8900, "tokens": 2589953083, "elapsed_sec": 839.0, "tokens_per_sec": 3086839.7}
{"chunks": 8920, "tokens": 2595769704, "elapsed_sec": 839.8, "tokens_per_sec": 3090972.2}
{"chunks": 8940, "tokens": 2601561950, "elapsed_sec": 840.5, "tokens_per_sec": 3095240.2}
{"chunks": 8960, "tokens": 2607405767, "elapsed_sec": 841.3, "tokens_per_sec": 3099389.5}
{"chunks": 8980, "tokens": 2613415210, "elapsed_sec": 841.6, "tokens_per_sec": 3105233.3}
{"chunks": 9000, "tokens": 2619250578, "elapsed_sec": 842.0, "tokens_per_sec": 3110817.1}
{"chunks": 9020, "tokens": 2625151991, "elapsed_sec": 842.6, "tokens_per_sec": 3115600.4}
{"chunks": 9040, "tokens": 2630861653, "elapsed_sec": 843.2, "tokens_per_sec": 3119997.1}
{"chunks": 9060, "tokens": 2636583705, "elapsed_sec": 843.7, "tokens_per_sec": 3124905.4}
{"chunks": 9080, "tokens": 2642336575, "elapsed_sec": 844.4, "tokens_per_sec": 3129141.2}
{"chunks": 9100, "tokens": 2648118186, "elapsed_sec": 845.1, "tokens_per_sec": 3133378.5}
{"chunks": 9120, "tokens": 2653844406, "elapsed_sec": 845.7, "tokens_per_sec": 3138118.5}
{"chunks": 9140, "tokens": 2659787642, "elapsed_sec": 846.4, "tokens_per_sec": 3142456.0}
{"chunks": 9160, "tokens": 2665594853, "elapsed_sec": 847.2, "tokens_per_sec": 3146461.0}
{"chunks": 9180, "tokens": 2671506837, "elapsed_sec": 848.0, "tokens_per_sec": 3150469.2}
{"chunks": 9200, "tokens": 2677210984, "elapsed_sec": 848.7, "tokens_per_sec": 3154303.0}
{"chunks": 9220, "tokens": 2683087084, "elapsed_sec": 849.0, "tokens_per_sec": 3160400.9}
{"chunks": 9240, "tokens": 2688845493, "elapsed_sec": 849.0, "tokens_per_sec": 3167090.8}
{"chunks": 9260, "tokens": 2694564807, "elapsed_sec": 849.0, "tokens_per_sec": 3173737.8}
{"chunks": 9280, "tokens": 2700312589, "elapsed_sec": 849.0, "tokens_per_sec": 3180407.2}
{"chunks": 9300, "tokens": 2706202639, "elapsed_sec": 849.1, "tokens_per_sec": 3187197.3}
{"chunks": 9320, "tokens": 2711893439, "elapsed_sec": 849.2, "tokens_per_sec": 3193482.9}
{"chunks": 9340, "tokens": 2717591729, "elapsed_sec": 849.6, "tokens_per_sec": 3198825.5}
{"chunks": 9360, "tokens": 2723375386, "elapsed_sec": 849.6, "tokens_per_sec": 3205509.3}
{"output": "artifacts/owt_train.npy", "chunks": 9373, "tokens": 2727120452, "elapsed_sec": 1237.5, "tokens_per_sec": 2203807.6}
